nro_transaccion,tipo,origen,destino,fecha,hora,monto
704,deposito,267-66-6864,458-28-0750,09/05/2017,1:41 AM,7775.7
705,transferencia,711-66-9357,793-33-6681,02/10/2018,3:03 AM,4310.13
706,transferencia,708-70-2124,378-54-5231,01/31/2017,6:40 AM,6962.95
707,deposito,557-18-0909,863-86-1169,07/28/2019,9:12 PM,7193.2
708,transferencia,728-82-8346,741-79-0699,09/30/2017,11:11 AM,5999.15
709,transferencia,781-17-7381,312-28-3929,12/04/2017,6:09 PM,6890.01
710,deposito,760-29-7716,888-34-2376,08/08/2019,3:19 PM,3644.74
711,deposito,316-38-8933,460-03-0545,01/13/2019,3:23 AM,7530.66
712,extraccion,520-44-1024,244-29-9576,05/22/2017,3:23 PM,8793.39
713,deposito,312-59-3231,265-60-7077,07/28/2018,3:36 PM,3152.26
714,deposito,117-13-2977,520-36-6145,10/17/2017,8:31 PM,9172.77
715,extraccion,644-75-6392,436-98-6881,04/16/2018,9:51 AM,2383.87
716,extraccion,178-93-4608,645-69-2557,01/12/2018,4:57 AM,5922.6
717,deposito,804-93-0742,153-64-7416,12/21/2018,9:01 PM,5356.26
718,deposito,331-24-6682,506-01-8166,12/07/2018,6:52 AM,8699.79
719,deposito,410-05-5843,632-78-2508,04/01/2018,10:35 PM,8968.4
720,deposito,866-03-4382,525-79-1575,06/27/2019,6:49 AM,6828.83
721,transferencia,591-66-0691,766-43-4263,05/16/2018,3:08 AM,6232.37
722,transferencia,876-28-5042,597-70-9496,02/19/2019,7:18 PM,8267.76
723,extraccion,431-32-3578,607-17-7840,01/05/2018,1:36 AM,9174.46
724,extraccion,783-80-2287,232-32-5219,08/24/2018,1:31 PM,7055.23
725,extraccion,695-75-8731,655-98-1605,02/20/2019,7:13 AM,1001.77
726,extraccion,367-48-3722,230-95-0768,04/28/2018,4:59 AM,4934.66
727,transferencia,876-53-4780,847-16-1675,09/21/2017,2:54 PM,5189.21
728,deposito,117-14-4548,675-82-6450,01/27/2019,4:15 PM,5300.96
729,deposito,608-46-8871,652-06-8139,05/25/2018,9:30 AM,7670.16
730,transferencia,392-85-6152,454-28-1569,12/21/2018,11:00 AM,9333.06
731,transferencia,650-09-8333,358-41-9099,01/18/2019,7:29 AM,4066.36
732,deposito,266-84-8442,776-26-4081,10/17/2017,5:33 AM,5321.98
733,extraccion,569-63-0566,626-70-9435,02/20/2019,4:10 AM,8803.51
734,extraccion,764-70-3884,118-95-9172,06/18/2019,3:44 PM,7004.61
735,transferencia,854-65-0441,377-41-4223,05/10/2019,1:56 AM,3147.69
736,transferencia,681-76-3737,835-09-3991,05/24/2019,3:25 PM,5920.27
737,deposito,736-35-0693,482-32-9977,06/29/2017,4:00 AM,5433.96
738,deposito,690-85-9503,182-62-0401,09/08/2018,1:34 AM,3893.91
739,deposito,793-58-2252,540-59-5156,05/31/2019,1:18 AM,4291.86
740,transferencia,661-64-8929,199-17-5326,05/21/2019,11:21 PM,3110.99
741,transferencia,143-16-1160,226-55-1618,04/09/2019,1:22 AM,9742.54
742,extraccion,351-07-7432,613-32-3611,02/05/2017,7:56 PM,3786.48
743,extraccion,798-65-5250,722-47-3343,10/14/2018,12:47 PM,1297.26
744,deposito,366-43-8600,254-06-2595,05/28/2018,10:19 PM,3003.69
745,extraccion,840-64-0210,884-86-3832,05/08/2019,1:20 PM,1112.1
746,transferencia,706-02-6141,304-03-3387,11/16/2017,1:23 AM,6645.5
747,transferencia,780-70-2404,220-76-5556,08/17/2019,11:32 PM,3896.33
748,deposito,452-51-9296,382-08-7990,01/18/2019,2:59 PM,1636.14
749,transferencia,115-38-0902,682-29-5806,10/03/2018,7:18 PM,2058.99
750,transferencia,347-38-5718,548-93-1246,09/12/2019,2:51 PM,4996.93
751,extraccion,853-42-1496,810-34-8428,09/29/2017,1:02 PM,2739.07
752,transferencia,804-77-0277,333-85-4856,09/15/2017,11:37 AM,1853.84
753,transferencia,140-80-0977,752-37-2962,11/27/2018,7:38 PM,2135.75
754,transferencia,136-50-2531,535-81-8121,10/19/2017,9:31 AM,8205.37
755,extraccion,128-16-4723,483-80-5875,11/05/2018,9:59 PM,3131.08
756,deposito,689-57-6150,256-99-6424,11/30/2018,8:48 PM,4529.76
757,deposito,110-67-4947,646-10-8049,04/20/2019,12:21 PM,6161.8
758,deposito,484-58-0164,533-69-7301,12/01/2017,11:20 PM,5155.5
759,deposito,366-55-7813,650-11-1589,03/28/2019,1:15 PM,6187.1
760,deposito,712-69-5827,389-39-1794,10/10/2018,9:44 AM,4492.48
761,deposito,468-40-8370,458-94-3114,02/13/2018,10:22 PM,3454.31
762,deposito,697-73-5596,441-60-1943,05/26/2018,2:10 PM,6243.17
763,deposito,427-22-3402,540-59-0552,06/12/2018,5:45 AM,1432.36
764,extraccion,189-22-9222,103-17-4883,02/04/2018,10:48 PM,3266.41
765,extraccion,819-07-7629,582-18-9235,03/01/2017,1:23 AM,3766.66
766,extraccion,486-11-9285,136-95-3733,06/01/2019,12:50 PM,7239.99
767,transferencia,436-88-3244,311-54-7620,11/23/2018,10:23 AM,8208.68
768,extraccion,135-02-6975,271-48-9094,10/25/2018,11:37 PM,9453.34
769,deposito,772-26-7945,723-40-9448,03/15/2018,5:13 AM,4246.77
770,deposito,542-07-4117,298-64-0381,12/06/2018,1:38 AM,2615.76
771,transferencia,152-70-7854,116-19-2477,04/07/2019,8:29 AM,9544.53
772,transferencia,724-76-4173,482-13-4870,07/07/2017,9:55 PM,6941.69
773,transferencia,816-87-0790,672-69-2974,10/05/2017,7:50 AM,7325.15
774,extraccion,807-99-5320,198-44-1905,05/24/2017,11:22 PM,8899.81
775,extraccion,671-89-4440,867-68-1333,09/26/2017,4:55 PM,7345.27
776,transferencia,824-85-7992,803-65-5068,08/22/2017,11:43 AM,7623.32
777,deposito,486-97-2045,572-11-5235,08/30/2018,12:08 AM,3228.01
778,transferencia,433-01-6142,223-74-5543,10/06/2018,7:54 AM,6425.17
779,transferencia,445-73-7328,606-09-5888,07/08/2018,4:26 PM,9168.68
780,transferencia,499-87-0440,840-29-6797,02/09/2017,9:40 AM,9186.52
781,deposito,883-27-1291,349-41-9439,06/14/2017,11:19 AM,8446.09
782,transferencia,140-64-2541,731-26-7943,03/21/2018,8:50 AM,5118.97
783,extraccion,123-68-3503,168-15-3704,05/22/2018,3:34 PM,5840.77
784,transferencia,353-38-2477,696-29-5987,12/01/2018,5:50 PM,7002.67
785,extraccion,719-09-7909,880-35-2907,07/15/2018,6:44 AM,9687.65
786,extraccion,259-45-8195,590-49-3612,08/13/2019,8:35 AM,6654.79
787,transferencia,594-81-5285,603-27-8507,12/08/2018,5:36 AM,2047.68
788,extraccion,411-79-5101,356-28-9408,04/07/2018,11:55 AM,7874.09
789,extraccion,303-98-9813,452-91-3283,02/10/2019,5:08 PM,4688.47
790,transferencia,890-92-4493,305-56-4028,04/25/2017,12:44 PM,3766.67
791,transferencia,109-38-0174,141-24-1492,07/05/2017,7:10 PM,9796.65
792,deposito,258-20-9462,362-94-4237,12/30/2018,5:31 PM,9326.33
793,extraccion,298-10-8098,718-25-7991,11/02/2017,2:22 AM,8789.95
794,deposito,294-42-9455,749-28-5292,10/15/2017,5:02 PM,4173.64
795,extraccion,600-72-2032,339-39-6787,04/27/2018,4:19 PM,5824.86
796,transferencia,733-90-3171,850-64-2142,07/31/2018,1:21 AM,6952.51
797,transferencia,800-28-7867,278-09-5595,03/27/2018,1:01 AM,2250.37
798,extraccion,625-61-8636,634-99-4639,02/07/2018,7:21 PM,1524.19
799,extraccion,588-35-3302,494-21-3682,06/26/2017,3:36 PM,9841.14
800,deposito,422-02-2596,359-64-5840,12/20/2018,11:06 PM,6932.11
801,extraccion,771-20-0317,677-17-0969,09/05/2019,10:12 PM,8944.29
802,extraccion,685-48-8098,486-17-8798,11/30/2017,7:38 AM,3692.63
803,extraccion,363-41-6752,133-33-5662,06/17/2018,9:49 AM,1487.79
804,extraccion,308-04-3371,333-71-1403,04/11/2019,10:12 PM,5247.89
805,transferencia,639-74-0480,103-47-0627,08/13/2019,5:59 AM,2868.02
806,extraccion,387-29-4441,551-94-7591,03/18/2019,6:38 AM,9473.94
807,transferencia,108-72-3209,147-46-2951,12/29/2017,1:39 AM,8597.56
808,transferencia,494-95-1991,512-66-1991,10/07/2018,7:26 AM,7658.93
809,transferencia,182-25-9483,744-21-7259,02/12/2017,6:41 PM,2473.52
810,deposito,308-73-7831,859-21-3143,08/30/2018,5:52 AM,7671.55
811,transferencia,580-90-1770,841-06-5044,03/04/2017,10:39 AM,6511.24
812,deposito,173-48-7428,895-21-1577,04/01/2018,4:01 AM,2694.61
813,transferencia,181-38-5311,303-87-1185,03/05/2017,5:20 AM,4186.13
814,extraccion,746-09-0899,655-66-5977,05/11/2019,7:38 AM,4863.32
815,transferencia,228-55-7259,297-77-7089,09/02/2019,7:12 PM,2552.15
816,deposito,708-26-3773,270-61-0551,08/28/2018,2:30 AM,5966.18
817,extraccion,376-79-2111,502-32-3034,01/09/2018,6:31 AM,4980.94
818,deposito,494-97-0650,387-18-5114,07/17/2018,12:17 AM,1243.72
819,deposito,474-08-9075,223-09-1724,10/31/2018,4:59 AM,4220.0
820,transferencia,218-24-2400,742-75-8091,10/04/2018,5:04 PM,2780.35
821,deposito,285-33-0071,349-22-3860,03/14/2018,9:48 PM,8183.29
822,extraccion,387-45-7615,662-78-2523,06/21/2019,10:44 AM,8499.58
823,deposito,108-59-1271,395-56-3634,09/25/2019,8:52 PM,7389.21
824,deposito,229-94-9675,822-03-8562,11/21/2018,11:28 AM,1257.99
825,extraccion,446-46-3114,215-54-2559,11/15/2017,10:08 PM,6924.9
826,transferencia,685-46-7321,248-51-1450,08/13/2018,11:41 PM,9680.14
827,extraccion,208-89-4386,726-57-0834,05/02/2017,5:25 AM,6957.23
828,transferencia,655-62-0595,512-37-9802,11/03/2017,4:30 PM,7476.48
829,extraccion,589-73-4942,581-99-6222,05/07/2019,1:37 AM,4380.32
830,deposito,478-01-6752,391-63-3991,04/06/2019,11:44 PM,9649.56
831,deposito,120-22-5898,890-86-1524,06/29/2019,9:45 AM,9821.03
832,deposito,818-45-2981,242-58-0789,07/24/2017,11:09 PM,1134.21
833,transferencia,797-95-4560,600-77-8811,05/21/2018,7:34 AM,2010.95
834,transferencia,203-44-7957,639-23-8440,12/16/2017,6:54 AM,8147.33
835,extraccion,193-46-1677,748-05-6018,10/23/2017,11:45 PM,1801.24
836,transferencia,320-26-3237,743-84-3925,07/08/2018,9:42 AM,6312.59
837,deposito,123-14-6286,289-53-3001,07/12/2019,8:25 PM,9523.15
838,extraccion,799-79-8954,780-24-9584,09/11/2019,4:38 AM,1929.43
839,deposito,466-36-6561,109-33-8270,02/27/2018,9:21 PM,7732.77
840,transferencia,776-37-1247,572-12-2589,11/17/2018,6:07 PM,7153.4
841,transferencia,648-03-7634,187-87-5034,07/16/2019,11:33 AM,9329.72
842,deposito,485-41-2809,540-25-3918,04/29/2019,2:45 AM,2320.63
843,extraccion,542-59-6829,851-90-9355,01/31/2017,5:43 AM,4719.43
844,transferencia,896-41-6923,690-68-9435,02/10/2019,1:49 AM,2360.33
845,transferencia,121-06-2084,590-75-7437,07/27/2019,7:48 PM,9533.71
846,extraccion,265-35-5591,449-33-7017,08/04/2017,5:38 AM,3098.55
847,deposito,385-35-2364,556-89-0797,02/22/2017,5:21 PM,5762.85
848,transferencia,554-61-4073,216-97-2340,04/29/2018,8:44 AM,1680.51
849,extraccion,451-79-5410,423-26-7786,10/23/2017,5:34 PM,7081.6
850,deposito,373-30-2220,611-04-1715,05/21/2019,2:40 AM,4545.96
851,extraccion,744-82-7884,392-72-0092,06/16/2018,12:34 PM,6972.18
852,extraccion,365-08-1351,177-37-0948,06/09/2017,3:26 PM,2913.0
853,deposito,546-90-0011,250-28-3755,02/19/2019,8:08 AM,5120.38
854,deposito,327-60-2340,197-53-2588,07/06/2018,2:21 AM,8957.91
855,deposito,149-01-4662,728-05-3809,03/26/2019,4:03 AM,5350.24
856,extraccion,253-15-5271,447-61-0823,06/12/2019,5:24 AM,8521.12
857,extraccion,801-70-6606,813-07-0991,04/01/2018,5:12 PM,4893.65
858,extraccion,242-70-8050,536-94-7133,04/05/2018,4:39 AM,1145.92
859,transferencia,694-98-7597,763-93-7238,08/30/2019,1:45 AM,3344.53
860,deposito,814-98-1436,495-33-6820,10/09/2017,5:02 AM,1486.09
861,extraccion,113-27-9062,352-09-1410,07/04/2018,2:33 AM,1163.91
862,extraccion,397-63-4876,543-55-0398,03/12/2019,10:59 PM,6296.3
863,transferencia,879-38-7358,616-69-7955,08/15/2019,3:03 PM,8138.75
864,deposito,493-07-9461,874-11-3765,01/18/2018,9:14 AM,1352.63
865,transferencia,506-94-5862,500-78-4463,12/06/2018,9:42 AM,6353.51
866,transferencia,883-43-8842,254-05-9239,01/29/2018,9:04 PM,2244.46
867,transferencia,104-95-3361,281-49-6372,05/08/2019,9:03 AM,1306.63
868,extraccion,806-43-9445,531-55-4259,03/27/2017,12:32 AM,9494.11
869,extraccion,895-64-6757,582-33-7440,10/14/2018,1:27 AM,3164.46
870,deposito,663-27-9786,208-65-5962,08/19/2019,1:04 AM,8650.66
871,extraccion,248-29-6347,667-48-5188,01/27/2018,10:19 PM,9144.27
872,extraccion,799-33-9463,812-16-5905,02/15/2019,4:13 PM,4251.8
873,deposito,162-47-3396,750-08-0868,04/25/2018,5:13 AM,9688.89
874,extraccion,569-69-4648,693-68-4496,04/07/2019,5:49 PM,1648.39
875,deposito,113-68-3247,219-98-4117,04/25/2019,9:14 AM,1692.29
876,transferencia,893-86-5156,325-36-4244,12/28/2017,9:24 AM,3080.83
877,transferencia,580-68-0280,772-26-0477,11/08/2017,9:13 PM,2458.73
878,transferencia,483-11-3259,645-08-7231,08/07/2017,1:56 AM,3903.51
879,extraccion,749-74-6957,555-14-6786,01/15/2019,6:20 AM,5908.64
880,deposito,278-74-0128,211-23-4972,04/19/2018,12:14 AM,8610.79
881,extraccion,854-79-8496,355-34-1841,09/03/2017,1:59 PM,7330.0
882,extraccion,776-84-3627,772-44-7693,08/16/2018,6:31 PM,8856.72
883,deposito,268-67-1977,137-83-3686,11/15/2017,4:39 AM,1484.55
884,transferencia,376-83-7174,856-61-5248,06/12/2017,12:25 AM,8054.43
885,deposito,292-09-3942,470-64-4754,12/25/2018,4:02 PM,2286.17
886,deposito,797-22-1300,750-37-4873,06/29/2019,2:10 PM,9865.75
887,extraccion,189-87-5151,342-05-8519,04/05/2018,9:51 AM,4030.92
888,extraccion,251-43-2492,232-74-1667,03/07/2019,2:17 AM,4923.83
889,deposito,620-16-8593,885-31-9129,02/12/2019,4:57 PM,1318.41
890,deposito,722-20-0449,456-89-6612,08/05/2019,9:25 AM,2496.45
891,extraccion,549-27-9291,371-63-0062,04/14/2018,12:58 AM,5238.98
892,extraccion,754-80-6671,428-98-4789,08/24/2017,5:21 AM,3135.97
893,transferencia,583-92-7717,626-41-6615,04/26/2017,12:04 AM,1125.62
894,deposito,481-88-3371,360-50-1730,05/30/2019,1:01 PM,4474.87
895,transferencia,646-67-9662,271-88-0083,06/18/2017,6:28 PM,7035.4
896,extraccion,132-74-7923,809-11-0070,11/17/2018,1:26 AM,1304.2
897,transferencia,609-03-8082,563-20-8772,06/18/2018,7:03 AM,5530.26
898,extraccion,529-06-0534,684-97-6951,12/18/2017,7:26 AM,5163.72
899,deposito,616-12-5344,322-67-7168,09/15/2017,10:16 AM,6513.33
900,extraccion,759-21-0209,215-43-6916,07/27/2019,8:08 AM,9686.71
901,deposito,218-27-1824,892-42-5985,11/02/2017,6:14 PM,8291.77
902,deposito,784-59-2622,290-99-6592,03/08/2018,2:16 AM,6434.29
903,transferencia,197-97-1984,338-13-2535,07/24/2018,7:05 PM,1248.38
904,extraccion,705-57-0497,564-82-4370,07/02/2018,11:20 AM,2997.6
905,extraccion,896-60-9842,458-48-2001,02/26/2018,11:38 PM,2109.75
906,extraccion,830-55-7589,792-13-9453,09/18/2017,1:06 AM,2514.01
907,extraccion,864-60-1400,147-69-8979,09/03/2019,7:35 AM,1670.07
908,transferencia,534-26-5783,364-82-3186,09/05/2018,12:41 AM,7161.68
909,extraccion,730-22-2947,370-18-7302,03/21/2017,3:21 AM,3669.21
910,deposito,335-59-6414,640-91-2930,12/11/2018,12:37 PM,4601.94
911,extraccion,421-92-3653,618-61-2431,03/03/2019,1:48 AM,7666.11
912,deposito,532-41-9824,458-35-2950,06/25/2017,6:28 AM,1066.93
913,deposito,889-60-0439,868-66-3091,04/18/2017,8:05 AM,8605.63
914,extraccion,555-03-0664,693-70-1974,09/24/2019,5:36 PM,5669.3
915,transferencia,832-08-6033,182-18-5974,03/28/2019,3:32 PM,3748.62
916,transferencia,750-69-4241,729-41-5013,08/05/2018,2:25 PM,9487.62
917,transferencia,510-52-3723,196-96-6182,03/23/2017,10:48 AM,4641.47
918,transferencia,540-68-7385,210-96-8096,08/18/2017,5:18 PM,8543.33
919,deposito,320-33-3947,313-77-0866,02/05/2019,8:39 PM,8164.57
920,deposito,888-94-3708,272-72-7887,08/30/2017,3:12 PM,1226.82
921,extraccion,118-95-6402,574-52-0424,10/24/2017,6:53 PM,5978.22
922,extraccion,797-21-7079,439-30-9127,01/10/2019,7:44 AM,6353.92
923,transferencia,587-11-7051,735-74-1320,09/06/2017,1:34 PM,8391.76
924,extraccion,595-58-3568,439-94-5484,09/10/2018,5:32 PM,6430.04
925,transferencia,585-92-4333,396-78-5729,07/09/2017,4:10 PM,2964.46
926,extraccion,690-17-1799,893-48-0239,01/08/2019,9:25 AM,9248.67
927,transferencia,612-16-0748,200-17-3306,05/20/2018,1:10 AM,3810.24
928,extraccion,470-11-8981,236-62-5161,06/05/2019,8:00 PM,5716.7
929,transferencia,594-39-3383,418-97-0432,04/12/2018,2:23 AM,3634.2
930,transferencia,253-09-2411,631-71-1984,04/02/2019,8:04 AM,2932.03
931,deposito,797-28-9628,404-54-7468,01/30/2017,1:29 PM,5593.2
932,extraccion,302-06-0548,575-45-8270,10/27/2018,7:28 PM,8919.89
933,extraccion,796-35-7414,896-94-0124,11/06/2017,7:35 AM,6299.6
934,extraccion,767-77-9876,339-69-2298,04/25/2018,9:31 AM,6777.05
935,deposito,811-64-2098,723-27-0568,07/16/2017,11:30 PM,9787.23
936,deposito,495-36-9463,443-89-0691,01/12/2019,5:48 PM,3549.29
937,deposito,798-36-1411,593-48-0301,10/27/2018,10:33 PM,8524.14
938,extraccion,899-22-8838,584-96-9548,08/10/2019,9:06 PM,3570.93
939,transferencia,138-23-0196,829-57-5399,11/13/2017,11:11 AM,1272.91
940,transferencia,864-95-6853,372-88-1816,04/09/2019,5:25 PM,1505.03
941,extraccion,259-58-9796,676-03-8173,07/23/2017,9:58 AM,9096.24
942,deposito,336-84-0763,763-96-8796,08/09/2019,2:02 AM,6617.67
943,deposito,870-31-4907,249-21-7371,08/15/2017,2:20 PM,6074.69
944,deposito,466-38-9845,262-40-4375,05/05/2019,11:21 AM,6571.07
945,transferencia,329-80-1347,161-62-7962,09/04/2018,8:20 PM,8344.82
946,deposito,725-12-0430,365-52-8799,09/02/2019,5:15 PM,3791.36
947,transferencia,552-20-4300,238-37-9307,08/15/2019,12:07 PM,4913.34
948,deposito,430-22-2606,641-10-9436,10/13/2017,3:25 PM,5876.88
949,transferencia,667-13-0722,493-19-8664,10/20/2018,3:35 AM,7646.28
950,extraccion,654-97-9070,312-72-7022,09/09/2019,10:05 AM,5501.61
951,transferencia,870-77-4149,772-30-6869,05/24/2018,9:00 PM,9392.16
952,deposito,275-23-6330,686-06-9450,08/20/2017,11:02 AM,9405.67
953,extraccion,195-66-7542,180-69-7851,01/30/2018,2:11 AM,4195.29
954,transferencia,493-35-1903,597-54-1056,11/06/2017,2:28 PM,9247.47
955,extraccion,602-56-5599,554-52-8858,05/24/2018,3:07 PM,1350.44
956,extraccion,143-44-7167,607-51-0601,05/03/2017,12:58 PM,7255.76
957,deposito,573-51-0436,558-27-5135,03/12/2018,11:34 PM,6135.86
958,transferencia,521-87-0566,340-06-6456,02/24/2019,6:12 AM,7454.0
959,extraccion,580-19-4914,422-77-7705,11/30/2018,12:48 AM,9514.61
960,extraccion,389-16-1888,221-47-2847,03/16/2018,10:35 AM,5120.84
961,extraccion,288-99-4082,539-82-7552,08/01/2017,7:33 AM,2365.03
962,transferencia,169-01-6372,388-86-8480,07/17/2017,11:08 PM,4559.1
963,transferencia,164-20-7262,354-88-0866,11/14/2018,6:43 PM,9720.17
964,extraccion,436-61-1649,511-93-3091,05/29/2018,1:18 PM,8687.05
965,extraccion,324-58-0190,572-68-5862,03/13/2019,10:02 AM,2841.65
966,transferencia,351-59-6979,309-36-5577,01/12/2019,11:21 PM,8509.18
967,deposito,568-06-0057,174-39-3782,09/25/2018,1:31 AM,3710.46
968,transferencia,549-89-6958,820-96-1374,01/08/2019,10:34 AM,3146.15
969,extraccion,203-75-2380,309-17-9788,08/20/2018,10:05 PM,8152.07
970,deposito,295-96-5598,482-33-8740,03/04/2017,12:10 AM,4574.71
971,deposito,781-76-2574,282-16-9627,03/03/2018,3:20 AM,4499.01
972,deposito,727-51-1684,279-96-7887,05/09/2017,10:24 PM,1710.29
973,deposito,710-68-1305,268-73-2963,02/21/2018,12:39 PM,7065.9
974,extraccion,239-82-7772,184-05-5672,11/19/2018,10:30 PM,1222.37
975,extraccion,527-91-7890,564-83-3116,03/11/2017,8:48 PM,9681.73
976,extraccion,145-91-6055,127-51-2329,05/08/2019,7:39 PM,7720.73
977,extraccion,500-85-1775,185-23-1926,07/26/2017,8:58 PM,5073.01
978,extraccion,317-75-5571,897-20-8172,07/24/2018,5:18 PM,6842.45
979,extraccion,165-43-7418,814-20-5679,05/22/2019,6:57 PM,6167.85
980,extraccion,300-68-8669,306-93-7558,11/07/2017,8:59 AM,7328.38
981,extraccion,562-22-4507,601-80-2071,07/14/2018,1:55 AM,7114.06
982,extraccion,713-43-6940,536-64-4722,09/22/2018,12:48 PM,4547.16
983,deposito,370-17-9408,452-18-4574,02/08/2018,8:16 PM,2617.96
984,deposito,462-68-8335,441-96-6965,10/01/2019,3:39 PM,6783.53
985,deposito,634-67-2142,862-66-3373,02/16/2017,6:35 AM,7555.03
986,extraccion,243-86-3185,746-68-4500,04/17/2019,5:19 AM,8378.95
987,extraccion,277-50-5780,277-41-0740,04/13/2017,9:58 PM,7024.52
988,deposito,274-91-4783,708-49-8737,02/17/2018,11:12 PM,4170.73
989,transferencia,810-30-9859,800-56-7502,08/19/2017,3:31 AM,2073.45
990,deposito,111-71-2279,630-84-3134,06/06/2017,12:56 PM,6067.29
991,deposito,462-63-5363,121-80-6297,03/26/2017,6:11 AM,8926.92
992,extraccion,345-12-0750,417-16-6719,12/05/2018,6:08 AM,5242.57
993,deposito,519-88-6485,196-25-3777,05/30/2017,9:06 AM,2484.9
994,deposito,115-09-4989,495-63-2789,04/16/2017,10:49 AM,3707.87
995,extraccion,821-55-5693,516-26-3657,07/20/2019,2:17 PM,3772.37
996,extraccion,443-04-7488,148-39-1687,10/10/2018,7:15 AM,3516.75
997,deposito,834-33-6727,444-63-7364,12/30/2018,7:36 PM,1687.07
998,transferencia,872-99-1904,130-42-0120,12/15/2018,10:04 PM,2477.71
999,deposito,709-96-2853,497-24-3111,01/31/2018,1:47 PM,6517.14
1000,extraccion,319-34-3330,751-26-3673,06/11/2019,8:19 PM,3412.16
